0,0,0.000326,0,0,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0,0.000119,0,0,0,0,0,0,0,0,0,0,0,0,0.011742,0.011742,0,0,0,0,1,0,0,0.439216,1,1,0,0.01,0.02,0,0,0,0,normal
0,0,0.001427,0,0,0,0,0,0,0,0,0,0,0,0,0.017613,0.02544,0,0,0,0,1,0,0.15,1,1,1,0,0,0,0,0,0,0,normal
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0,0.000907,0,0,0,0,0,0,0,0,0,0,0,0,0.035225,0.037182,0,0,0,0,1,0,0.11,1,1,1,0,0.01,0,0,0,0,0,normal
0,0,0.000276,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.713725,1,1,0,0.01,0.02,0,0,0,0,normal
0,0,0.000451,0,0,0,0,0,0,0,0,0,0,0,0,0.023483,0.02544,0,0,0,0,1,0,0.15,0.180392,1,1,0,0.02,0.02,0,0,0,0,normal
0,0,0.002728,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,0,0.000318,0,0,0,0,0,0,0,0,0,0,0,0,0.027397,0.027397,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.015686,1,1,0,0.25,0.01,0,0,0,0,normal
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,smurf
