0.787195,0.638889,0.227273,0.408017,0.251248,0.840944,0.771654,0.992126,0.751969,0.730238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.794194,0.25,0.121212,0.265569,0.03827,0.396515,0.913386,0.897638,0.507874,0.88624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.790565,0.780556,0.060606,0.450966,0.141431,0.778418,0.822835,0.944882,0.665354,0.859055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.871954,0.994444,0.090909,0.021475,0.006656,0.384432,0.830709,0.901575,0.614173,0.317998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
0.770347,0.966667,0.151515,0.287759,0.011647,0.641422,0.791339,0.877953,0.633858,0.401506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.645153,0.277778,0.106061,0.060845,0.021631,0.113812,0.913386,0.909449,0.515748,0.743622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.805858,0.147222,0.106061,0.259127,0.069884,0.53028,0.88189,0.88189,0.527559,0.600864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.862623,0.202778,0.166667,0.021475,0.008319,0.403681,0.917323,0.858268,0.452756,0.329569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
0.513219,0.025,0.560606,0.021475,0.024958,0.012646,0.606299,0.555118,0.405512,0.030392,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.775272,0.791667,0.166667,0.607731,0.163062,0.834481,0.744094,0.944882,0.751969,0.84595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.755054,0.4,0.121212,0.150322,0.033278,0.769706,0.913386,0.940945,0.547244,0.659835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.775272,0.783333,0.121212,0.19184,0.053245,0.705915,0.779528,0.948819,0.716535,0.638784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.793157,0.125,0.19697,0.021475,0.004992,0.427989,0.877953,0.830709,0.472441,0.804127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.704769,0.144444,0.151515,0.265569,0.013311,0.114093,0.889764,0.858268,0.492126,0.269762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.691809,0.922222,0.409091,0.125268,0.126456,0.173809,0.586614,0.771654,0.708661,0.273107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0.572317,0.930556,0.378788,0.198282,0.289517,0.075032,0.61811,0.779528,0.692913,0.05688,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.765163,0.111111,0.181818,0.23121,0,0.640438,0.870079,0.838583,0.488189,0.734421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.64619,0.175,0.151515,0.090909,0.033278,0.118027,0.901575,0.870079,0.488189,0.724523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.650596,0.219444,0.212121,0.137437,0.031614,0.125193,0.933071,0.846457,0.417323,0.742367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.75661,0.325,0.227273,0.125268,0.054908,0.614725,0.96063,0.885827,0.417323,0.461592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
